time,u,y_measure,y_estimate,y_true,noise
7.2,1,-3.27028807038483,0,-2.60656296203065,-0.663725108354186
7.3,1,-1.00168092500391,0,-2.81337959750356,1.81169867249965
7.4,1,-1.64777247772055,0,-2.76138016644179,1.11360768872124
7.5,1,-0.395543645578626,0,-2.6444425782734,2.24889893269477
7.6,1,-3.19250210106111,0,-2.90554906777352,-0.286953033287593
7.7,1,-3.94509008032575,0,-3.20282061081937,-0.742269469506375
7.8,1,-2.28869518086842,0,-2.81353593853619,0.524840757667773
7.9,1,-1.74206159688498,0,-3.12144466941698,1.379383072532
8,1,-1.99015254946699,0,-3.03261618664539,1.0424636371784
8.1,1,-2.49290695919083,0,-2.79609465156921,0.303187692378384
8.2,1,-2.29397034446171,0,-2.29644829858133,0.00247795411961756
8.3,1,-2.31652447337015,0,-1.88764323280157,-0.428881240568576
8.4,1,-1.64863684578809,0,-1.63206137836238,-0.016575467425714
8.5,1,-0.446297743827982,0,-1.16651784612431,0.720220102296332
8.6,1,-0.811336246631851,0,-0.889003768907785,0.0776675222759336
8.7,1,0.0311023266827234,0,-0.459142861934931,0.490245188617654
8.8,1,-1.00840462124618,0,-0.186416477533799,-0.821988143712384
8.9,1,-1.75891583288469,0,-0.155893162319147,-1.60302267056554
9,0,-0.415038152072947,0,-0.0283416387752574,-0.386696513297689
9.1,0,0.822895469366527,0,-0.526813779126509,1.34970924849304
9.2,0,0.758412598631963,0,-0.31906783785668,1.07748043648864
9.3,0,-0.561792012681808,0,-0.688811332077341,0.127019319395532
9.4,0,0.0474155410435751,0,-0.352047812621659,0.399463353665234
9.5,-1,0.341771910362187,0,-0.430839893412453,0.772611803774639
9.6,-1,-0.222092993060881,0,-0.0816096331737621,-0.140483359887119
9.7,-1,-0.409142541865088,0,0.174463448326429,-0.583605990191517
9.8,-1,0.491459754369971,0,0.566086441599176,-0.0746266872292051
9.9,-1,2.24391192104054,0,0.939371350599519,1.30454057044103
10,-2,1.70681911646073,0,1.01760041727294,0.689218699187791
10.1,-2,0.723487192323718,0,-0.0310395854868195,0.754526777810538
10.2,-2,-0.294084636676164,0,0.25678500301153,-0.550869639687694
10.3,-2,1.85073085551525,0,0.583564452798493,1.26716640271676
10.4,-2,-0.0787958813353643,0,0.72569775775914,-0.804493639094504
10.5,-2,-1.1058661855189,0,-0.165986367520903,-0.939879817997998
10.6,-2,-0.529296478652722,0,-0.323109307722073,-0.206187170930649
10.7,-2,-1.96773330512207,0,-0.441346780943357,-1.52638652417871
10.8,-2,-0.910704546436032,0,-0.665821559663146,-0.244882986772886
10.9,-2,-0.778802591902594,0,-0.503246657517174,-0.275555934385421
11,-2,-2.7043926820878,0,-0.746984266118011,-1.95740841596979
11.1,-2,-0.694583445886395,0,-0.24364060649796,-0.450942839388434
11.2,-2,0.173090376617405,0,-0.986117333226072,1.15920770984348
11.3,-2,-2.35432645913935,0,-1.50007855434156,-0.854247904797784
11.4,-2,-0.245690729073288,0,-1.82234853378115,1.57665780470786
11.5,-2,-2.50112975189498,0,-1.55345860211237,-0.947671149782605
11.6,-2,-2.1454845710656,0,-1.81586864734615,-0.329615923719451
11.7,-2,-2.36637939688258,0,-2.09996936069756,-0.266410036185025
11.8,-2,-1.72783423600397,0,-2.07265666346677,0.344822427462802
11.9,-2,-3.58651752430038,0,-2.69094373090581,-0.895573793394572
12,-2,-2.68909439222679,0,-2.38928049054808,-0.299813901678711
12.1,-1,-1.78302238591582,0,-1.59744249510587,-0.185579890809947
12.2,-1,-0.868957043119394,0,-1.78620248143848,0.917245438319087
12.3,-1,-4.03807839603206,0,-2.26538776484595,-1.77269063118611
12.4,-1,-1.56840507290475,0,-2.3745753760466,0.806170303141852
12.5,-1,-2.20427408510541,0,-1.98735105848039,-0.216923026625025
12.6,0,-0.403785403530055,0,-1.30864911962788,0.90486371609783
12.7,0,-2.04073745619763,0,-1.74092286331746,-0.29981459288017
12.8,0,-2.41032851726137,0,-1.93743855364446,-0.472889963616908
12.9,0,-3.55733670996856,0,-1.74353913330572,-1.81379757666284
13,0,0.416115361964351,0,-1.98985297987341,2.40596834183776
13.1,1,-2.42218930698021,0,-1.68395921226956,-0.73823009471065
13.2,1,0.173680527058869,0,-1.67565461929124,1.84933514635011
13.3,1,-1.66745871179626,0,-1.7251403272398,0.0576816154435415
13.4,1,-1.40800713426535,0,-1.27627440580212,-0.131732728463228
13.5,1,-0.559399091687431,0,-1.34618865201306,0.786789560325627
13.6,1,-1.3488058400163,0,-1.16828215741884,-0.180523682597461
13.7,1,-1.42688862440161,0,-1.09380801621501,-0.3330806081866
13.8,1,-1.29145851315692,0,-0.555708319391509,-0.735750193765416
13.9,1,1.38574686887198,0,-0.0218681062664411,1.40761497513842
14,1,0.20671302875093,0,0.559146934240302,-0.352433905489372
14.1,1,-0.57790083244928,0,1.79829444231426,-2.37619527476354
14.2,1,0.782970545858513,0,0.237143466925189,0.545827078933325
14.3,1,-0.0245870473793541,0,0.0449193035271077,-0.0695063509064618
14.4,1,-0.704476409705015,0,0.275871655641698,-0.980348065346713
14.5,1,0.714531504167334,0,0.244346623504412,0.470184880662921
14.6,1,0.276832233776294,0,0.473874487803478,-0.197042254027184
14.7,1,-1.35429917016558,0,0.351847768251422,-1.70614693841701
14.8,1,-0.666949002678762,0,-0.384002939067003,-0.282946063611759
14.9,1,-0.943159629357896,0,-0.613568312544224,-0.329591316813672
15,1,-1.20524829203112,0,-0.892259688237012,-0.312988603794111
15.1,1,-2.10126651458777,0,-1.17615395896521,-0.925112555622561
15.2,0,-0.23272970027797,0,-0.950801942127851,0.718072241849881
15.3,0,-0.691135636914704,0,-0.942343387164508,0.251207750249804
15.4,0,-2.02368438739182,0,-1.46971675175271,-0.553967635639112
15.5,0,0.42766783435717,0,-0.390672280995015,0.818340115352185
15.6,0,-0.866007607969306,0,-0.367945292156281,-0.498062315813025
15.7,0,-1.27935763088949,0,-0.642631135134712,-0.636726495754774
15.8,-1,-0.367678999861958,0,-0.68003607460737,0.312357074745413
15.9,-1,-2.37326678061921,0,-0.151897340188929,-2.22136944043028
16,-1,-1.89572395432281,0,-1.05704936746799,-0.838674586854821
16.1,-1,-2.91100213905559,0,-1.60980654284607,-1.30119559620952
16.2,-1,-2.52354265733512,0,-2.34991734262146,-0.173625314713654
16.3,-2,-1.43828761707455,0,-1.90277450027352,0.464486883198969
16.4,-2,-2.34665260428352,0,-1.90118485096474,-0.445467753318774
16.5,-2,-3.04661897187117,0,-1.45282327898558,-1.59379569288559
16.6,-2,-1.78495992750849,0,-1.91471060683387,0.129750679325374
16.7,-2,-0.860349898925098,0,-1.01239554593133,0.152045647006228
16.8,-2,-1.56550010251166,0,-0.720610200780085,-0.844889901731576
16.9,-2,-1.97759037383932,0,-0.567203164404396,-1.41038720943493
17,-2,0.650870437516515,0,-0.494602914225083,1.1454733517416
17.1,-2,-1.46376822555801,0,-0.822328968329132,-0.641439257228878
17.2,-2,-0.821790911150358,0,-0.881467844464753,0.0596769333143948
17.3,-2,-1.42960630169873,0,-1.1408672645239,-0.288739037174839
17.4,-2,-1.60632216584012,0,-1.72462231738791,0.118300151547788
17.5,-2,-2.05217241656573,0,-2.43999189192393,0.387819475358197
17.6,-2,-2.7299946626484,0,-2.24359091153784,-0.486403751110564
17.7,-2,-3.41179838725384,0,-2.3145213640336,-1.09727702322024
17.8,-2,-2.00186284350409,0,-2.38929743977068,0.387434596266593
17.9,-2,-0.953915962323995,0,-2.82531358365705,1.87139762133306
18,-2,-3.9059927953033,0,-3.56725813799106,-0.338734657312239
18.1,-2,-3.77217570155504,0,-3.29120896012669,-0.480966741428351
18.2,-2,-3.31388168411285,0,-3.93793613778488,0.624054453672032
18.3,-2,-4.14717089880813,0,-4.56563367659249,0.418462777784359
18.4,-1,-6.3242524082136,0,-4.35414650719425,-1.97010590101934
18.5,-1,-5.50279314489384,0,-5.69997209243671,0.197178947542868
18.6,-1,-6.015671992808,0,-5.46477362794709,-0.550898364860911
18.7,-1,-5.71764990137504,0,-5.45715796819477,-0.260491933180278
18.8,-1,-6.92815904880337,0,-6.24767003386065,-0.680489014942727
18.9,0,-6.94886658608672,0,-7.21823094600077,0.269364359914047
19,0,-9.51657608727902,0,-7.96766365113985,-1.54891243613917
19.1,0,-8.21477044435082,0,-8.52132093117365,0.306550486822835
19.2,0,-7.97316778109335,0,-8.07163840589143,0.0984706247980792
19.3,0,-8.24876583136942,0,-8.83706468912082,0.588298857751406
19.4,1,-9.20850338291941,0,-8.92013725825233,-0.288366124667079
19.5,1,-7.24076119964138,0,-8.45788490688409,1.21712370724271
19.6,1,-8.68465618562389,0,-8.2007540286162,-0.483902157007687
19.7,1,-8.93265769047347,0,-7.56513423735553,-1.36752345311794
19.8,1,-7.04214958894214,0,-7.76055332465602,0.718403735713881
19.9,1,-7.78062967125396,0,-7.36689674431839,-0.413732926935572
20,1,-9.20716200451102,0,-6.62662733073893,-2.58053467377209
20.1,1,-5.77528209898145,0,-7.12079467587509,1.34551257689364
20.2,1,-8.5379386301235,0,-8.05374644150961,-0.484192188613893
20.3,1,-8.90674288303375,0,-7.60753332353156,-1.29920955950219
20.4,1,-5.58237923493297,0,-6.79439146450387,1.21201222957089
20.5,1,-8.47281006766016,0,-7.31881057476496,-1.1539994928952
20.6,1,-7.53587938281837,0,-6.94318497082446,-0.592694411993907
20.7,1,-5.10591314947184,0,-6.62675347052798,1.52084032105615
20.8,1,-7.00701558281643,0,-6.74998276704266,-0.25703281577377
20.9,1,-6.28829357624479,0,-6.43175853600178,0.14346495975699
21,1,-7.03650818718951,0,-6.6520279327368,-0.384480254452708
21.1,1,-8.43950291837618,0,-6.73150260210583,-1.70800031627035
21.2,1,-7.32391458826452,0,-6.32332870526465,-1.00058588299987
21.3,1,-4.27588048333484,0,-6.0091646803576,1.73328419702277
21.4,1,-6.55941229419245,0,-6.37083809709553,-0.188574197096912
21.5,0,-6.59246464574427,0,-6.86449171443135,0.272027068687076
21.6,0,-6.45917243912771,0,-7.27199450827067,0.812822069142956
21.7,0,-7.77234010089342,0,-6.43047108905525,-1.34186901183817
21.8,0,-5.77911081599341,0,-5.6417985306953,-0.137312285298113
21.9,0,-4.6331658882001,0,-4.53779102103838,-0.0953748671617119
22,-1,-4.36197822290263,0,-4.65129875752269,0.289320534620063
22.1,-1,-4.51466363727272,0,-5.09385158396867,0.579187946695956
22.2,-1,-5.74196488099764,0,-5.28511955469546,-0.456845326302174
22.3,-1,-5.92087804856455,0,-5.4562424814639,-0.464635567100646
22.4,-1,-7.03400558960065,0,-5.5885512290694,-1.44545436053125
22.5,-1,-5.65297482454548,0,-4.82571680237234,-0.827258022173141
22.6,-2,-3.47255618143926,0,-5.02903962439085,1.55648344295159
22.7,-2,-4.66350236417241,0,-5.15071203131786,0.487209667145444
22.8,-2,-5.07790346227261,0,-5.69374057245405,0.615837110181436
22.9,-2,-7.85751538901086,0,-6.31086394896287,-1.54665144004799
23,-2,-7.6796816782921,0,-6.85086299439774,-0.82881868389436
23.1,-2,-7.75137987874644,0,-6.39465144800767,-1.35672843073877
23.2,-2,-5.49337272928488,0,-6.35442451206829,0.861051782783413
23.3,-2,-7.45071835000228,0,-7.00361078872939,-0.447107561272894
23.4,-2,-6.84697200014198,0,-6.80980563231929,-0.0371663678226884
23.5,-2,-7.56756484720494,0,-7.54834089992565,-0.0192239472792934
23.6,-2,-9.13660052494718,0,-7.93377792983131,-1.20282259511587
23.7,-2,-7.33874529136489,0,-7.82998410387555,0.491238812510657
23.8,-2,-7.60327278721653,0,-7.58081482650001,-0.0224579607165191
23.9,-2,-7.06694225614798,0,-7.38938482437674,0.322442568228761
24,-2,-5.84493730412557,0,-6.96845129361996,1.12351398949439
24.1,-2,-6.75979793091883,0,-6.40383857238835,-0.355959358530482
24.2,-2,-5.32929991329467,0,-6.73878256575671,1.40948265246204
24.3,-2,-9.21958599604573,0,-6.7705699021811,-2.44901609386463
24.4,-2,-6.52630131007356,0,-6.92863881957385,0.402337509500293
24.5,-2,-8.10849476314916,0,-6.27831763364774,-1.83017712950142
24.6,-2,-6.71046442300297,0,-5.59041559345017,-1.1200488295528
24.7,-1,-7.55761526796079,0,-5.43356492349993,-2.12405034446086
24.8,-1,-4.84174932287883,0,-5.15881847930263,0.317069156423803
24.9,-1,-6.76049433328251,0,-5.63953991294779,-1.12095442033472
25,-1,-6.61619906544749,0,-6.35783680833586,-0.258362257111632
25.1,-1,-6.12171584826339,0,-6.04303018967162,-0.0786856585917683
25.2,0,-6.97429601412827,0,-5.49394055966787,-1.4803554544604
25.3,0,-6.38672159383123,0,-5.79638312586548,-0.590338467965753
25.4,0,-3.15433792532522,0,-5.1923053776742,2.03796745234897
25.5,0,-7.16157977122481,0,-5.81311442020319,-1.34846535102162
25.6,0,-5.02221676343965,0,-5.77342206937528,0.751205305935626
25.7,1,-5.42439885242887,0,-4.77129736131345,-0.653101491115425
25.8,1,-3.10632532584791,0,-4.0324600034794,0.92613467763149
25.9,1,-3.29623690074369,0,-3.8890972005208,0.592860299777114
26,1,-2.80395738702012,0,-3.73222407388746,0.928266686867337
26.1,1,-4.00368162241754,0,-4.56030071539386,0.556619092976322
26.2,1,-5.69367731225361,0,-4.14660986564054,-1.54706744661306
26.3,1,-5.12997611911517,0,-4.65870499024208,-0.471271128873091
26.4,1,-4.98589484598276,0,-4.88092422767702,-0.10497061830574
26.5,1,-4.1879332600851,0,-4.41914196879553,0.23120870871043
26.6,1,-4.85079364397959,0,-4.41638444748981,-0.434409196489781
26.7,1,-4.33259655378226,0,-3.65057859003833,-0.682017963743929
26.8,1,-4.85991673673547,0,-4.34746932826484,-0.512447408470629
26.9,1,-4.74011621569726,0,-3.70753052802525,-1.03258568767201
27,1,-4.45130883276273,0,-4.16236595779586,-0.288942874966878
27.1,1,-5.5665903894687,0,-3.1317649137121,-2.4348254757566
27.2,1,-2.18770920866022,0,-2.97853951631515,0.79083030765493
27.3,1,-3.6857610547828,0,-3.04151459299549,-0.644246461787302
27.4,1,-4.22832998686975,0,-2.72714285155461,-1.50118713531514
27.5,1,-1.75683746848168,0,-3.6249523430883,1.86811487460662
27.6,1,-3.34062798344854,0,-3.84787706318773,0.507249079739194
27.7,1,-1.9078744729843,0,-3.38718978682858,1.47931531384428
27.8,0,-2.4251534877587,0,-3.32883605653916,0.90368256878046
27.9,0,-4.26484449432693,0,-3.23914407859718,-1.02570041572975
28,0,-3.47468533009574,0,-3.24560445743357,-0.229080872662173
28.1,0,-4.09376580038593,0,-3.85619667157372,-0.237569128812208
28.2,0,-3.82691799440904,0,-3.78795150760846,-0.0389664868005847
28.3,-1,-3.59792715230303,0,-4.0885721740042,0.490645021701166
28.4,-1,-2.90736562596293,0,-3.65453005263239,0.747164426669459
28.5,-1,-3.59491630037988,0,-3.7265954915626,0.131679191182726
28.6,-1,-2.20522999024028,0,-3.43345163163058,1.2282216413903
28.7,-1,-3.71372751367104,0,-4.1600900381402,0.44636252446916
28.8,-2,-5.01932738169222,0,-4.64472319618393,-0.374604185508284
28.9,-2,-5.60498482808937,0,-4.49264712957881,-1.11233769851056
29,-2,-5.63027179132855,0,-4.79256102030755,-0.837710771020996
29.1,-2,-7.3435778588273,0,-5.08986338350465,-2.25371447532265
29.2,-2,-5.12344793281788,0,-5.10528201518308,-0.0181659176347957
29.3,-2,-4.1384931809166,0,-4.08551705233382,-0.052976128582783
29.4,-2,-4.52940764327096,0,-4.12024427304289,-0.40916337022807
29.5,-2,-3.5075963718285,0,-4.4521297931075,0.944533421279001
29.6,-2,-3.69766156181235,0,-5.0204590819114,1.32279752009905
29.7,-2,-6.07731702677644,0,-5.09918154962123,-0.97813547715521
29.8,-2,-4.90808364996546,0,-4.84523078678887,-0.0628528631765942
29.9,-2,-5.35673072734443,0,-4.88551775076074,-0.471212976583689
30,-2,-4.65663482507349,0,-4.52803766630625,-0.128597158767236
